roleid,name,description
81855e5b-64af-4948-b0d7-534a542a9c7c,Paramount Support BU Manager,
810dfe0d-4a72-48e5-968f-5371d949d6e1,Service Writer,
34886658-2ccc-4b2f-9301-5383c14b8a2a,PCS Renewal Sales,
e61cfedb-75f0-4f7d-b535-538c093e56ea,Approvals Administrator,
1ad3df42-23cd-4d29-8c0a-539c43c6d177,Omnichannel Messaging Platform Role,
8cf8d873-94b1-4553-bdad-53bc0bfee8f6,Forecast user,
58e8a813-75fd-400c-abce-53f95c5963da,Sales Copilot Administrator,
a5af2a3e-8f8a-4e74-9a2c-540528ae5b05,Sales Sequence Stats Service User,
e988b025-db3f-4f8d-8760-5405769662a9,Vice President of Sales,
9808c130-e600-40fe-8518-5426d1dead50,Vice President of Sales,
22cb1540-f109-49ba-b7c4-54340418f8dc,PowerAppsRPRole,
b65cd9cb-0c99-48f1-8df8-5447c35cd98a,Office Collaborator,
e7c3d84b-eeae-48e8-b520-5470fa786e20,Delegate,
e92e7839-26fc-4036-a6f2-548485b21b55,EAC App Access,
3f0645e8-3c64-4e0a-8745-54902f466778,Cxp Personalization Services User,
171753bf-3afc-4cd7-9db0-54c5c8b21e01,Solution Checker,
e441f900-3243-47b6-ac30-54cf549cb69c,ContextualAIS2SRole,
df64a98f-9c94-44d7-911a-54ddfc41bbba,Email engagement app user role,
f1325715-81c8-4934-8c27-54e4853131d9,Sync Permissions,
0737c9de-edca-4b00-961e-5511eaf3f891,Omnichannel Assignment API access,
d1e9eaa5-aa35-44cc-8a52-5535ed3d7220,Synapse Link Service Access,
42abc3a6-17da-45ed-aad7-555d0a49e5a9,FileStoreService App Access,
4ca55d0c-3396-44b2-a783-556374f100de,Basic User,
96ec9bb6-c67e-454e-9054-55a962ec80b7,Service Writer,
1905d3ef-59af-4d62-a46f-55ab1a91b16c,Bot Contributor,
2cb70131-ad8a-4e1e-b22c-55f5e4564f61,App Deployment Orchestration Role,
59d32d09-f1d3-43b5-821d-55ffd533bd93,CCI admin,
7886f41c-bfa0-49f2-a5ab-56338d009981,Sales Conversation Intelligence Data Owner,
947229e9-e868-45cf-a361-5635eaf35ee2,Microsoft Copilot Administrator,
74c05971-80ee-4b0b-bff0-5681e490fb34,Sales Copilot Administrator,
5f85e1b3-b241-4111-aa5b-5696c116f7de,Help Page Consumer,
a71aafe0-b850-4bbd-b86c-56cc90eec877,DataLakeFolderEntityContributor,
32b38b43-12ee-4eff-8775-56d78f8808bd,System Customizer,
b9fde167-d811-4293-be0b-56f9756c2c36,Vice President of Marketing,
07c35390-1e15-4e10-926a-56fc7bf2edcd,Forecast manager,
cea1e08d-e0cc-411c-81bf-5733bcc90530,Sustainability all - full access Role,
8cd91c30-1df1-4f7a-ac0f-5736a0b8527e,Power Apps Checker Service Role,
cc707dfc-8303-41b4-b63c-5780667be6f8,Playbook Manager,
069779ce-1945-4421-bcf5-57818daac00d,Basic User,
60461614-30ae-4373-b68e-57929bb622f0,App Profile Manager Administrator,
f44e0b41-d670-4c25-90a2-57987e182813,Sustainability all - ingest - full access Role,
3707a349-3a2f-4cbd-912b-57da75bb7548,Copilot for Sales Integration User,
0855f772-39e8-47e2-aee8-57eb5bb143bd,Cxp Services User,
986899d7-ad96-4a1e-89b9-57ece31a0139,Desktop Flows Runtime Application User,
ae5a695b-d111-40ed-9b32-581b1273e62f,Sales Copilot User,
d633ac17-95e2-4d13-a81b-5842d142f790,Help Page Author,
72045caa-26b7-4a31-9cc5-58ab508bcaf9,Desktop Flows AI Application User,
ecd2ed9e-0caa-45ad-ad08-58ad36bff172,(Deprecated) Marketing Realtime Feature Configuration Administrator,
eb7413be-c0ad-42f2-a854-58b41b72c31f,Microsoft Copilot User,
57e714ae-debb-4164-9380-58b8585358a8,Power Platform Data Analytics Role,
569aa9c4-9d10-40d1-94c4-58ddaa363052,Paramount MSS Engineer,
301f5b90-e7c8-4f7f-a524-58e66010d045,Cxp Personalization Services User,
6e59f9cb-3d79-4457-ae91-58f65d339cf4,Cards Basic Role,
269aa4f1-7a2e-407b-adc5-58ff5c39d7aa,Schedule Manager,
f73fbf24-cd0d-481f-8af0-5900d4fdac53,Global Discovery Service Role,
05dc2d04-3e8e-4277-9d7f-5917d18d0cc3,Forecast manager,
75635e98-cc30-456d-aa6a-59479eb380f0,Insights Apps Platform Role,
8fb6ae94-e474-409e-86db-597139433e60,Omnichannel agent,
b27c8671-81d8-4b5f-a8eb-59a66d0074b6,Sales Lead Research App User Role,
b8c4e543-7152-4fdc-afcd-59e65a08dd44,Sync Permissions,
431ebadd-cccc-41a4-ae16-59f4e47daaa7,App Deployment Orchestration Role,
f046cb81-0c32-4d86-946d-5a369efeeefb,Customer Voice - Add on,
2edeff20-d10f-47aa-a563-5a47c2a12205,Flow-RP Role,
af763c06-4475-4a0a-9c6f-5a8b0f64b543,Process Mining User,
741179d6-4764-4e70-b685-5a8c80aebfd7,SuggestedActionS2SRole,
b584d6bf-8d31-41f3-a4cd-5aa7f7dac6e1,Customer service app access,
8fed9565-d94b-4c14-a800-5ab2f610ff02,Async ingestion,
0eaa4cd1-41ef-4c3f-a743-5ad3bab74cf6,Cxp Services User,
6c3c784b-0937-442d-9ca5-5aef1c4c3ed9,Insights Apps Platform Role,
9cbe98af-d838-4663-8613-5af190ddddbf,D365ChannelDefinitions User,
6da5baba-97dd-491d-be2e-5b314bef08a9,IoT - Administrator,
808bd00d-56ba-477c-83b2-5b3fd5481f94,(Deprecated) Marketing Realtime Feature Configuration Administrator,
69d18afe-de2c-4f06-b7d6-5b4e20f4a640,Sequence Manager,
e502d486-6cc6-4050-983b-5b6dad3fd7a9,Sales Sequence Stats Reporting Service User,
a0d083c6-130b-4d52-bc47-5ba6608ad959,Desktop Flows Machine Application User,
c68434c2-7e73-48e1-8cf5-5c4b5dbedc09,Help Page Author,
98d8af87-8708-406e-a73f-5c617be899c0,Omnichannel API access,
c9371e48-08dd-4911-bff2-5cacdb855402,Dataflow Maker,
a1c01f68-5914-4c73-a8cf-5cddf9152d86,Async ingestion,
236af16f-5025-4379-a472-5d02a3ee3edb,Process Mining Application,
4a4593f3-fc80-4510-9130-5d425f9a9340,Power BI workspace viewer,
ac483555-e499-4660-a991-5d65806df0ea,Environment Maker,
d4be2f0a-60c5-462d-98d6-5dbfa3053f1b,Viva Sales,
9174de26-68ab-453b-8e3a-5e1474ed4227,Solution Checker,
5e667081-3f1a-4d32-b62f-5e50f1e97074,AIB SML Roles,
30db5b2f-b1c6-4892-ba03-5e532ab8534e,Tour Consumer,
1a64cfcf-cda7-47c7-8416-5e925cc2b6fc,(Deprecated) Marketing Realtime Feature Configuration Services User,
f412984b-3ea8-4ceb-82af-5ea7221c2989,CCI admin,
dc318655-753c-40b1-b963-5ec485492c98,Service Writer,
bf3dd24d-9044-4a90-a994-5ed72ba1b7b5,Schedule Manager,
0c3bd8c2-7389-4ab2-affc-5f1b21463885,App Opener,
ae4b6f38-6402-47f9-8f08-5f29c273b854,Data Sync Service Role,
073e0cb3-7d18-45a2-be64-5f2b394d6993,Cxp Personalization Services User,
ca02e8cd-dd65-4fa3-a041-5f66a05ef2b5,Paramount Support Admin,
4ecde4a7-7690-4087-b1e9-5febe2f7235b,Cards Basic Role,
abca3c3d-5e18-4e70-b5be-5ffe592d8148,PCS Marketing User,
2828af1c-3b09-438c-a4e5-5ffecc2b80c3,AIB Roles,
45d8ea31-f566-493f-ad61-6022e1e2c0d1,Process Mining Application,
67ec412b-41fd-4b2a-89f0-603934d71161,Sequence Manager,
dad4c8cd-aab9-ee11-a568-6045bd07894c,Omnichannel Assignment API access,
e7cd4672-9143-44da-add6-605b58e80af6,Federated Knowledge Role,
874da1fc-4858-486a-8b4e-6066acbe2f6f,Desktop Flows Machine User,
c576d0e7-ea88-4f63-86e8-6093d7996c96,Microsoft Copilot Administrator,
ed3bdeda-1e2b-4ee8-9209-60948424e2a9,Forecast manager,
a43d70f9-7938-4dbf-a7c5-60bb97ef4471,SalesInsights AutoCapture Admin,
b7ef1d81-5709-4295-86c4-60d89f74b2a4,Process Mining User,
3d7abd68-c0fb-48eb-98f7-60ed08393cd7,PCS Management User,
7dc76f72-d872-4b0c-acc0-60fa70bd9185,Desktop Flows AI Application User,
1e1f93a8-350d-4710-baaf-60fe1510e04b,Non-Relational Data App Access,
13ca9e16-7614-4812-bbdb-6121bb43f14d,Sustainability all - full access Role,
87689762-a60b-4edb-8298-613a783f70c0,PCS Sales Manager,
cd5c2011-6ad0-44ec-8bae-6180b6bd650c,Omnichannel Messaging Platform Role,
39ccdae0-b5c8-49ec-bfa2-6189864561ae,Fabric AI Skill Role,
9a3d6bef-9c7f-46de-a35a-619b17dab8a9,CEO-Business Manager,
bdf8f13f-52aa-4612-8c3d-61a2da2b0d16,Dataflow Maker,
2b6edd55-225c-4c21-9505-61cb5a472727,Vice President of Sales,
2b25829a-3289-47bc-842e-61cc99b46643,Cards Basic Role,
4962adcf-9a94-473d-8889-61dda73e5da6,Delegated Mailbox Approver,
7d570352-4dd3-4052-adbb-6210037e89e5,Omnichannel agent,
9d11574f-cb00-49f5-a0bb-624687330f55,Purview Label Role,
bcd90123-27df-42ff-97e5-62595db2c488,PCS Sales Manager,
b81b05c2-4fb0-4e92-8d04-62728fb87e58,CCaaSCTQDVDiagnosticsRole,
9ee19e41-e34f-4d45-802a-627c986d771b,D365ChannelDefinitions Admin,
96730bde-82c2-42ae-b3c7-627ed7539760,Vice President of Sales,
650010f4-a9e8-494a-bbbd-629acb2ae1f0,Paramount MSS Engineer,
a49fab40-6cf7-4741-a051-62aa2efd244a,Cxp Experimentation Services User,
c88dcad1-f17e-46b0-9b59-633670d446a2,Playbook Manager,
70ae8e06-77e8-4c67-ad3a-633bfe0f0993,Copilot for Service Administrator,
6a3c917d-3b89-4084-91ba-63411a886fba,BusinessApplicationPlatformRole,
c9bb7d52-9512-48b6-8feb-63440f5ea192,Portal RP Service Role,
be1e4997-6dda-454d-b47e-6375dd247441,Power Automate AI Flows Application User,
4010e773-8793-402f-8e50-63b691a0a2cb,Sales Copilot Administrator,
1f841fbf-332b-4539-9bcb-63bc4f258a0b,Knowledge Manager,
57d91414-8508-4747-9e69-63f1bed8b5cc,Sales Copilot User,
0d08a579-9011-4711-add4-641bec12c784,Federated Knowledge Role,
b1c1a2bd-3556-460e-b06d-644148b257d8,Sales Team Member,
7ee025a6-06c8-41dd-89de-644677c4168d,Paramount MSS Analyst,
218fc621-f041-475c-8d1d-644c97575079,Knowledge Manager,
0b75eda8-6b00-48b2-a3c5-64624f33f39f,Purview Label Role,
25927ce6-3ac5-437b-b221-646980f8921e,Office Collaborator,
02123b67-66ae-4a69-8cdc-6473b94ad1a9,BusinessApplicationPlatformRole,
60b5341e-0980-45d1-b9f2-64cf70f56f32,Vice President of Sales,
8bc4ad0c-6e6d-4656-90f8-650d992afe6f,Desktop Flows AI Application User,
17582f82-6e59-4201-8280-651c2a46083b,Swarm collaborator,
7ed70a89-7f0c-4a76-9b45-653e9e40acd4,Omnichannel supervisor,
4dab7b43-79ac-4d7f-9ba7-654bbebf794e,System Administrator,
ee2c8e11-6d57-4c5d-9f84-659c0db132bb,Desktop Flows Runtime Application User,
07c98bd9-4742-4026-8540-65adbca6a77e,PCS Presales User,
262adad3-2296-42ad-b6f6-65add71cc4af,BizQAApp,
10f98a2a-c34f-41e6-a158-6620fe31729b,Sales Enterprise app access,
a318276c-3ac5-40b7-b112-66407020cbb7,Dataverse Search Role,
1b90c3d7-2175-4d47-a715-66451e11b51e,PCS Presales User,
cef6b7c4-67f0-4a99-bc42-665bafd18423,Report Service Role,
8b65001b-3a4d-4aa4-8ec3-667eb14a2607,DataLakeFolderEntityContributor,
fd2ef6bf-a011-4208-928b-6687808537de,App Profile User,
4bb5c4a6-9e2e-44ed-ae1a-669452e5b443,System Administrator,
31dcc4e7-ef5d-4998-b8de-66ad61de3bda,Knowledge Manager,
4e7c64d7-5fa1-4d3c-99de-66b4525b491a,Omnichannel Assignment API access,
4f6bec13-80aa-4ed7-bc4a-66fcf03c68e1,Playbook User,
227e6068-f947-463c-ad78-67362b70322a,Sales Sequence Stats Reporting Service User,
c680d574-8646-467a-b1f9-674ead32cc25,System Administrator,
2fac08e7-7360-4c87-94cf-679b0a7af184,Fabric AI Skill Role,
209a44f9-636e-40bb-8cb0-67a34459f39a,Project Background Services App Role,
b7ad1ccc-bb2e-4826-9d8e-67e9ba2751a0,Copilot for Service Administrator,
1b666758-1d05-4b86-b974-67eafd413323,Schedule Manager,
a661147a-6b68-4434-a1cb-67ef5ed99342,Approvals Administrator,
6cdd8165-d5a4-4d98-9be4-680418ea600a,Copilot for Service User,
35edf21d-be14-428a-9fe4-683754c81734,Desktop Flows Machine User Can Share,
17b97e76-f8fd-4be8-9019-6862364b0e66,System Administrator,
1d1bfac1-2635-4b37-93e3-68868496a6ba,CCI admin,
cc35931b-47c2-4c8a-9f8e-688f57ae8622,Sales Sequence Stats Service User,
7c9c5a17-5f25-461c-90ba-68dec12d8d6c,Non-Relational Data App Access,
44bd21c6-41b8-4b12-93e2-68f944dcfc70,Sync Permissions,
3ff7b719-90d5-4ce3-8875-692b606d8762,Sales system access,
36887051-7340-460e-bba7-694529ecca4a,Service Deleter,
4ff63317-7660-4325-87ca-694937a0f39d,PCS Management User,
163ffbe4-f71a-4b21-84ad-69547f41b030,Copilot for Service User,
7c380e8d-8e4c-42f3-a5aa-6959b83a4c65,PCS Country Manager,
3eeb250e-bd42-46dc-83e8-695b23329233,Bot Author,
936e36fc-96ef-48ac-86a2-696370a25261,PCS Business Development Manager,
89de236b-61d3-4209-880d-696728d748b0,SalesInsights AutoCapture Admin,
2d356c4c-54af-4887-8c0b-6985f0d4a9d4,PowerPlatformInsightsRole,
8278be3d-dd12-4187-aac6-69a0543ebd85,Power BI Embedded App Access,
45b884aa-e16d-4400-a428-69b3572b53f2,Tour Author,
e99a3d0a-8ff2-4188-9cda-69b4f2a9f536,Cxp Personalization Services User,
3a7e4077-6984-486d-ad96-69de3fde6852,Swarm collaborator,
97232fd3-c952-4537-914e-69ea426eb067,Support User,
3a13b4a7-1454-4928-996e-6a12c33ddcf0,Sales Copilot User,
57b835db-1d63-4c5d-ac88-6a1e38801b4a,Field Service - Dispatcher,
b38b6e6b-1fc5-48ea-972b-6a649af21394,AIB Roles,
51225c23-c7a8-48df-9700-6a730a62ef93,Purview Label Role,
de2e1944-2e4a-462b-b71c-6ab7d6d275ba,Global Discovery Service Role,
72072594-0fac-4f11-b54b-6ac224b4c3da,Cxp Services User,
319ec116-f5b9-4b71-a7b1-6acc89ecae97,Fabric AI Skill Role,
1874fc96-be5e-400e-bc42-6adc1aeeb919,Dataflow Maker,
73f6e062-e333-43f6-80d5-6b261d5dc72a,Sales Enterprise app access,
979144c2-989b-41a5-a146-6b3ea4130e8c,App Opener,"Has minimum privileges for common tasks. This role is primarily used as a template to create a custom security role for model-driven apps. It doesn't have any privileges to the core business tables, such as Account, Contact, and Activity. However, it has Organization-level read access to system tables, such as Process, to support reading system-supplied workflows. Note that this security role is used when a new, custom security role is created."
87278c8b-6209-46e8-ba66-6b77c1de8c8f,Sequence Manager,
5b6e235f-93ae-47fc-974a-6b8a9f1c2d8f,App Profile User,
6188f8df-121a-4ede-97cc-6ba3e8d12739,App Profile Manager Administrator,
97635c00-4976-4e57-87f0-6be2fa49ea70,Project Background Services App Role,
5036a867-dbb0-49ec-9fdd-6c0c849339df,BizQAApp,
2e572d14-2357-473c-8742-6c0e60b3dca6,Desktop Flows Machine Owner,
100994d4-e738-47d0-9944-6c5608a6601a,EAC Reader App Access,
86198d6f-1c41-4805-aa46-6c5f961142ca,Copilot for Service Administrator,
5e81fd0c-fc50-462f-9c49-6c7029aabe02,Paramount MSS Shift Lead,
b6511694-7afb-410d-a6d6-6c7880aa69bf,PowerPlatformInsightsRole,
064dadaa-b391-4bd3-a18c-6c8ee1209eb2,CSR Manager,
0c5fad9f-2e3a-454f-8b96-6c8f02e267fa,Omnichannel supervisor,
4d209cd8-45f3-48dc-89d5-6c9db615dd9c,Deflection Service Role,
420fbd83-53b0-465f-9d10-6cab2382b497,IntegratedSearchApp,
e142b83d-5b79-4b43-be5c-6cae7de4f5d9,Survey Services Administrator(Deprecated),
57f964a7-4e2e-4f0b-88c5-6d16d08a3b68,Global Active Metrics Monitoring Alerting Custom Role,
e85422f6-9e33-48e9-b728-6d3ff1d884f1,Sales Team Member,
70bc7f80-21ac-4dac-8cda-6d4481939594,Paramount MSS PMO/QA,
6e58aa7d-c9b3-4adb-92de-6d962c6a1579,Power Apps Checker Service Role,
e2421fa4-f018-438c-8566-6d9f808b26bb,Omnichannel supervisor,
1f6da610-cba2-4305-ab25-6da0c14217e0,Report Service Role,
6543ef96-37ab-4add-8c31-6dcd7cfa12ab,Non-Relational Data App Access,
4b2bc5c0-0fbf-41a0-8b78-6e12e4e68f4c,Flow-RP Role,
c229ab57-7191-46f2-bc89-6e35e78b9140,Microsoft Copilot User,
8e01a1e6-9dcf-44a4-9664-6e37946ba3c3,CEO-Business Manager,
d6e926ad-4afc-42fb-97f1-6e50c2ef174e,Fabric AI Skill Role,
93fa3933-cd06-41bc-8f2e-6e6249d185a0,Global Discovery Service Role,
9e353f4b-38fc-4a18-8c8e-6e7a6f262aea,Customer service app access,
d3197398-cb9f-4793-92a0-6ea912041009,Omnichannel supervisor,
df3185a3-3141-4361-fb29-6eaa33dd0169,Purview Label Role,
833974ed-68e3-4b75-b286-6ec0910b00f8,PCS Marketing User,
bbf4cd11-c614-478c-87c5-6ed0639b134f,FileStoreService App Access,
67a423da-f48c-47a8-9b2a-6f038551e26a,Productivity tools user,
09c49bb7-cf8d-4bc5-bd81-6f061d752532,Copilot for Sales Integration User,
7f6293c0-e0cf-494a-b0ea-6f088fa0d1ac,Customer Voice - Add on,
80953365-f206-4db6-9408-6f66967e1e46,Omnichannel Messaging Platform Role,
14484c5a-10e6-4de1-b690-6f784cd08645,Project Owner,
3caf1c57-efde-47df-bb4b-6f8b3f0841e0,Environment Maker,
14115b60-054f-4353-9bb9-6f9403bb5bda,Paramount MSS Shift Lead,
2bad0279-8c48-4754-9493-6f965125c6ef,DataLakeWorkspaceAppAccess,
751c8522-c000-44b4-b36b-6f9d59afc82c,Forecast manager,
581a253c-d472-48a2-97bf-6fa39ffbc214,Desktop Flows Module Developer,
e8564e6d-23fe-452c-bbcc-6fe20ad6ae8c,Sales Sequence Stats Service User,
63c3d93b-fd0e-4234-a197-7031d3853e28,Customer Service Representative,
981b053c-23b9-4633-82fd-704b1787d3b6,Swarm collaborator,
00183557-9051-4c04-b900-707856571f83,Marketing Manager,
c41c938a-1997-482d-947b-7086447c608d,Schedule Manager,
0fbb1d7c-814c-49ce-b509-708be8598594,Cxp Services User,
47f72ded-1ea4-4189-8058-70920fd3f5b0,Deflection Service Role,
3acd7c47-e246-43e0-980f-70a5f0d8cbd1,ContextualAIS2SRole,
3a04c5d5-ee7a-438e-96bc-70b69631d5aa,Cards Role,
7ddeb69f-892c-48eb-bd27-70c01ddf792b,Delegated Mailbox Approver,
b50ef924-a614-4dd8-a77f-70ebe3b8220c,Paramount MSS Shift Lead 2,
68946023-0497-4f1a-9dc1-7158e13af3b5,Desktop Flows Runtime Application User,
8cc3bcea-61d3-419d-b6df-7191f3d11898,Omnichannel administrator,
156b61e0-1c2b-4c96-a21c-71b14fc30e3b,Purview Label Role,
1724ea72-eea2-4cd0-9aa7-71c6df99907f,EAC App Access,
a0efff5a-c073-440b-b5f5-71d948eff291,(Deprecated) Marketing Realtime Feature Configuration Services User,
1b129a51-e8b8-4813-9d6f-71dbd7c0cd2a,Sales Work Assignment API Access,
a543aafd-bd67-463d-9ef6-721bb8e471b1,SuggestedActionS2SRole,
03758b50-ec8c-4811-a7f3-722cf848187d,Delegate,
85d69412-da5e-4c2c-b579-722e4297bdf4,PCS BU Manager,
cf92b1db-5457-4eea-a9fa-723e932aa327,Office Collaborator,
d4a03332-5be8-45fb-8dda-72525aca14d4,AISalesperson,
55985b4c-fb6b-43df-8a2b-726aef9dbb65,Power BI workspace contributor,
fcebfad7-5341-4e30-bbed-72717fc6e514,Power Platform Data Analytics Role,
92782eb8-54bc-4de7-9643-7271a4fbdfcf,Process Mining User,
45c8924e-22d2-4a0f-afa9-7296030291b0,AIB Roles,
55d56550-5c2f-48b1-b709-72aed5e221ef,Bot Author,
48753ae5-82c1-44eb-8dd1-72c40370cfe8,IoT - Administrator,
f49f73d6-a3de-475b-a5b2-72e86b0206d6,AISalesperson,
61ae5738-3a67-48e3-bf1a-73551ed6a812,Customer service app access,
2ab3bbda-10be-4d12-8b8e-737c17336f65,Bot Contributor,
3dd07526-80fc-41ce-b91b-738bdaf81dca,EAC Reader App Access,
2efc069e-9e18-4a89-a7e4-73e212792d23,Copilot for Service User,
bc005200-e149-4c89-b448-73fb89b9074d,PCS Renewal Sales,
d6c7526c-9444-43f7-96dd-7416c47765b6,Cards Role,
2e33a72e-9524-4c18-9f80-741e98fe1f0a,Desktop Flows Runtime Application User,
de7c6374-1532-4491-8c28-74207bbfe7e3,PCS Presales User,
a242a926-c6b9-4060-8df6-7420c835e27b,Export Customizations (Solution Checker),
9497d77d-673c-4f0d-a3e5-7425176142f2,PCS Presales User,
a543144d-730c-4e06-8ed1-743e231748dd,Solution Checker,
ff6a8d77-e82b-4a61-bcb4-74726fd2bcaa,Desktop Flows Machine User,
982a7fbc-0080-4ce1-bdbf-747a6a7fb838,Portal RP Service Role,
7f154ebd-c2e6-4f73-be10-7492156cd324,Customer Service Scheduler,
4be695ec-8cc4-4279-8db8-74a9f7f786c2,Salesperson,
6e25b396-f450-44b0-8f50-74aa965c050e,Dynamics 365 App for Outlook User,
6b762add-bfe7-4f53-8a63-74b4569cddd8,Marketing Professional,
75570cf4-212e-4a8a-a9eb-74c22e6b5cdf,CCA Analytics App,
213adb89-1dde-4196-8a11-74e0886a625a,Analytics Report Author,
3fb25de6-857a-4b4e-86fc-74f4b8782876,Sales Sequence Stats Service User,
392d1219-c3be-4bb5-af92-75076d4ff195,Cxp Dataverse Datasource Services User,
ab8b8c58-1f50-4037-8b26-7523d6145cc3,Async ingestion,
89d35bdb-4ddd-4b5e-b423-75413c7c9a96,Sales Enterprise app access,
1bc4a295-29e8-4a60-819c-75504adae91e,Power Platform Data Analytics Role,
100b614f-00c8-4058-acc5-7578f44eb4f1,SupportUserCustomAPI Role,
424a7ff9-e1c1-45e5-a425-75b1f7bfa3cc,(Deprecated) Marketing Realtime Feature Configuration Services User,
a94e58b6-db87-4979-9721-75b62f9f72d1,Survey Services Administrator(Deprecated),
980e3247-080b-49ab-b28a-75dd2a79d821,Power Platform Dataflows Service Role,
585954b2-c96c-4964-bb03-766997873bf5,Sales Sequence Stats Service User,
e62e9ba6-ff38-4090-a439-766c4e396e7a,PowerAppsRPRole,
ae26e696-bb29-4085-8608-766dd0407f28,Cxp Dataverse Datasource Services User,
f3bf9d34-9ad4-4254-856e-768150370cee,CCaaSCTQDVWarmpathRole,
5067e75b-c0f8-4603-bb00-769e3f5d061d,Omnichannel API access,
0cf26c8c-da1a-49f1-8cc1-76d896351dac,Omnichannel API access,
71e270a7-8563-49c5-a8c0-77402911c441,Cxp Personalization Services User,
de374f09-a2f6-45c3-94c0-7768c763ce88,RPE Role,
12f8fb2e-d696-45e7-a9b3-776f9fe9d837,Sales Manager,
4e741396-3e84-4745-8ff1-77761dbd6b71,CSR Manager,
5e5053fc-f6f2-43b8-ab71-77d09881a1c8,Help Page Author,
d4453ec6-2430-4520-9159-7846c6b3b79b,Marketing Manager,
8f8dee4b-0076-4f92-b29a-785872979e10,Sales Conversation Intelligence Data Owner,
aa264fcf-0647-4a1a-a041-785af4405203,SuggestedActionS2SRole,
3de73ffa-34da-472f-b00c-788afb2bfc8f,Customer Service Scheduler,
ce805507-327e-46c7-8d25-78aa5dd88152,PowerAppsRPRole,
afd01b82-7e2d-4f53-b66c-78e8a6091466,Paramount MSS PMO/QA,
fb5973e1-e623-4dfa-b5f8-78f7c8054e96,System Administrator,
4dea3c03-119b-4277-8502-7965cb9266f1,CCI admin,
18fa4852-cef2-4799-b6e8-7983b44a704a,D365ChannelDefinitions Admin,
5fa8d170-8471-4e96-9647-7997b9e9ec1e,CCaaSCTQDVWarmpathRole,
9fd30472-4220-4b5c-9a03-799a0a0d2660,Async ingestion,
8a6f5bdb-2ac1-4495-90db-79b2e4edc92a,Cxp Dataverse Datasource Services User,
0153d947-d5c1-4cb1-8332-79fc4f72dc8f,PCS Marketing User,
fe46802a-88ae-4c6d-b452-7a024d8c294e,Teams Chat Sync App Access,
cc5c7300-ddfb-46dd-88e6-7a09d96a0b92,Schedule Manager,
33c1018c-48ae-4d97-be28-7a167aee3829,Solution Checker,
414664a9-2770-4ae9-8d3f-7a179b910997,Dataverse as a Cluster App Role,
16e099c0-bc7f-4276-99b6-7a2fd7202145,Power BI Embedded App Access,
3b24275d-9a2f-4e9e-84fa-7a5b22256930,Power Platform Data Analytics Role,
ad074e58-40cb-4db7-a5f2-7a5bc0603617,Approvals Administrator,
3dcfe449-af2e-4846-bf4d-7a8250fe1822,Cxp Experimentation Services User,
452dd49e-7bd6-40c9-a1aa-7a92c8eb3e96,System Administrator,
ae718743-39d6-4720-9bc8-7ab613265658,Delegate,
7b7ea3bc-a2cd-46e9-b09f-7b3df1d7acc7,Flow-RP Role,
883acdc6-d43f-40ae-a410-7b54e33ea379,Dataverse Search Role,
ebbb3fcb-fcd7-4bf8-9a48-7b5a9878e79e,Sales Copilot Administrator,
4a434894-a4a4-48bf-b939-7b6327529e2e,SupportUserCustomAPI Role,
f2226942-7bb3-4b3c-901b-7b7611e8a286,Paramount Support BU Manager,
7d755be6-41c0-40ab-a510-7b873636c33e,IoT - Endpoint User,
c72e281a-449d-463d-94bc-7bedd85700c0,Paramount Support Admin,
4aed0c07-6525-4e35-9c65-7bf0d2ad24a0,PCS Marketing User,
4e00cae4-ce15-49b6-b455-7c11f6eb7225,Power Automate AI Flows Application User,
1ade59e6-c3d1-4ed8-8d47-7c65210f9f52,Desktop Flows Machine User,
fa522e77-09c5-46b6-937b-7c68f5a67d3c,Microsoft Copilot Administrator,
ea949e32-0eca-4d3c-badf-7c74cfb002b3,Scheduler,
7b46cf4c-55d0-48f1-b553-7c7e881137d0,Power Apps Checker Service Role,
f3ed2edf-2827-4029-ac3c-7c944e3c8e73,CCaaSCTQDVWarmpathRole,
b15a8a38-66c8-4e8a-8b1f-7c97cbb1eac2,Bot Transcript Viewer,
5fe95ea0-cc32-4f29-9104-7c9ebfd15fda,Viva Sales,
6a445eb1-34f5-48a9-9f3f-7ca041145f8b,VA Analytics Role,
903843ae-0552-4b55-a523-7caff5018101,Sync Skills,
dcba5b7e-7965-4ba5-9ca5-7ce6957691b5,Sales Sequence Stats Reporting Service User,
ef957938-3700-486b-99b8-7dbecba6223f,Desktop Flows Machine Application User,
4f7b7a42-b71a-4883-b253-7ded47853ffb,Help Page Consumer,
124a6ace-6d6b-4566-b108-7df82949cd65,Copilot for Sales Integration User,
22e511e7-bb05-4503-adbb-7dfe0029f46d,Sustainability all - full access Role,
40b3266a-6184-4977-8447-7dff1b10ba49,PCS BU Manager - Country Level,
f1d7bba7-d5a2-4d69-945e-7e2cb65603a1,Sales Manager,
59da6c31-7709-49c3-873d-7e514e98864e,Paramount Support Associate,
b980e678-2e59-4f67-a535-7e72e7fb98ad,Sales Manager,
01b9a70c-fd8b-412c-b1d7-7ea58fdec444,Customer Service Scheduler,
38808f97-88b7-4e0f-9809-7ee62acd317b,Desktop Flow Machine Configuration Admin,
36e1c3d4-b395-4fc6-9ee5-7ee7f7d90b7b,Power Policy App User Role,
